Date,AAPL,ABT,AIG,AMAT,ARNC,BAC,BSX,C,CMCSA,CSCO,DAL,EBAY,F,FB,FCX,FITB,FOXA,FTR,GE,GILD,GLW,GM,HAL,HBAN,HPQ,INTC,JPM,KEY,KMI,KO,MRK,MRO,MSFT,MU,NFLX,NVDA,ORCL,PFE,QCOM,RF,SBUX,T,V,VZ,WFC,XOM,XRX,YAHOY
11/15/2010,29.24788284,17.55957985,31.96059608,10.62576962,27.62158394,11.14377785,6.690000057,40.71476746,7.922933578,15.87374783,12.12706184,12.65151501,12.73739529,,40.44028854,10.64914322,11.73385906,117.9296646,12.16505623,17.28372383,15.15450191,,31.80418587,4.823672295,13.77803135,16.41570854,32.17078018,6.76495266,,23.26194763,25.85343552,16.97968483,21.23230553,7.420000076,24.04285622,12.11212921,25.55131912,12.41737652,37.11766815,5.393540859,12.57910633,18.41858101,16.1309185,22.32489967,22.10249329,54.29935837,26.52278328,5.010221004
11/16/2010,28.72872734,17.37726974,31.42566299,10.49937344,26.85890198,10.996418,6.519999981,39.77230453,7.795954704,15.46794796,12.08112717,12.52946091,12.37025738,,38.6997757,10.37105465,11.62778091,115.5969925,11.90973949,17.20639992,14.57003784,,31.08538818,4.693742275,13.53835392,16.23844528,31.79352379,6.656514168,,22.93681335,25.52409172,16.79814148,21.04477882,7.21999979,23.62857056,11.75154114,24.81356621,12.30617428,36.72962189,5.149964333,12.2948122,18.16767883,15.8415041,21.92977142,21.73478508,53.11289978,25.86615944,5.038865566
11/17/2010,28.62490654,17.42831612,31.47840309,10.43196297,26.67337799,10.70170403,6.559999943,39.48956299,7.845974922,15.44408035,12.1362524,12.68518543,12.49763393,,38.39448929,10.13386154,11.6359396,117.2817154,11.87219143,17.14727402,14.56168556,,31.50247574,4.612535,13.2695303,16.2461586,31.44838524,6.40626955,,23.09937859,25.80103683,16.75780106,20.84908104,7.099999905,23.81142807,11.94570065,25.110466,12.21721458,37.99670792,4.819391727,12.35661316,17.98754692,16.1268692,22.03196144,21.47099876,53.16682434,26.12412262,5.045376301
11/18/2010,29.38029671,17.36268616,32.06607819,10.65947247,27.5803566,10.7753849,6.559999943,40.52627182,7.915237427,15.6032095,12.65073109,12.86616135,12.07804775,,39.58786774,9.880309105,11.74201679,117.9296646,12.04490471,17.26098633,14.80382252,27.58792496,33.33049774,4.677500248,13.50272846,16.19991302,31.83364677,6.548074245,,23.58708191,26.41481209,17.22678757,21.06923676,7.289999962,24.04714203,12.31553936,25.47034454,12.47668266,37.79080963,4.619307041,12.59970951,18.29634476,16.38453484,22.24314499,21.99058151,54.16838455,27.22630501,5.074888229
11/19/2010,29.21835136,17.2824707,32.19416809,10.55835724,27.5803566,10.73854733,6.769999981,40.2435379,7.911392212,15.6032095,12.64154339,12.75252533,12.19792843,,40.36099243,10.02753448,11.57065964,118.8368378,12.18007278,17.32011414,14.88731956,27.64440536,33.72982788,4.645019054,13.76183701,16.29239655,31.63299179,6.389586449,,23.76442528,26.44475174,17.28226089,20.94693375,7.389999866,24.71999931,12.71311092,25.32639503,12.45444107,37.98086548,4.784593582,12.67387295,18.21914673,16.40795708,22.20227623,21.9745903,54.34556961,27.39046097,5.071415901
11/22/2010,29.84991455,17.2277832,31.74962807,10.61767483,27.39484024,10.40699577,6.659999847,39.39531326,7.849825382,15.56343079,12.64154339,12.89562321,12.13798618,,40.44425964,9.913022995,11.5951395,118.707222,12.03739548,17.14727402,15.02926254,27.49917221,33.10866165,4.661259174,14.00798893,16.37717438,30.91059303,6.456318378,,23.74595261,26.63936996,17.29739189,20.97954559,7.320000172,26.90285683,12.72235775,25.23642921,12.32841301,37.8616066,4.654104233,12.71919727,18.19984818,16.06936646,22.14096069,21.54293251,54.07590866,27.48426819,5.09311676
11/23/2010,29.40886688,17.11839485,30.77770424,10.5159893,27.06503105,10.21359062,6.570000172,38.64133072,7.753623486,15.27698517,12.59560776,12.70202065,11.76335526,,39.13193512,9.634936333,11.21162796,117.0225067,11.83464336,16.8197937,14.81217098,26.82944107,32.3543663,4.523209095,14.3124361,16.25386047,30.20424271,6.314512253,,23.50579834,26.05553436,16.8031826,20.4821701,7.420000076,26.81571388,12.42649078,24.46268654,12.28393555,37.44816589,4.532315254,12.52554607,18.03258705,15.89687347,22.06602478,21.42303085,53.14372253,26.96834373,5.09311676
11/24/2010,29.98708534,17.12204552,31.46333885,10.66851711,27.43606567,10.38857746,6.730000019,39.30105591,7.842128754,15.48385715,13.16521263,13.13552189,11.95067215,,39.93280792,9.863951683,11.48090267,117.6704941,11.96981239,17.18366241,15.15450191,27.01502609,33.16189194,4.563812256,14.16669273,16.48506355,30.62965584,6.347877502,,23.87157631,26.31002617,17.04019737,20.68601036,7.75,26.96714211,12.73160648,24.95751953,12.37289524,38.21939468,4.558412075,12.97053242,18.10335541,16.1460247,22.0387764,21.6708374,53.8371048,27.67186928,5.110476494
11/26/2010,30.00613785,17.06371117,31.07907677,10.61767483,27.14748383,10.24121952,6.579999924,38.73557663,7.780560017,15.50772953,13.07333851,13.11026955,12.06306076,,38.8226738,9.700369835,11.39114475,117.9296646,11.86468315,16.87437057,15.12110901,27.27323914,32.44309616,4.506967068,13.99178982,16.4465332,30.09990311,6.247647762,,23.68684006,26.04056358,16.88386726,20.58816147,7.630000114,27.41428566,12.57442665,24.73258972,12.22462463,37.92523575,4.567112923,12.83044052,17.96824837,16.07362556,21.94339561,21.30312729,53.3363266,27.57807159,5.142159939
11/29/2010,30.18427086,16.95067978,31.29004097,10.60919857,27.39484024,10.41620636,6.5,39.11256027,7.77671051,15.46794796,12.9998436,12.72306442,12.03309155,,40.16277313,9.839417458,11.32586575,118.1888733,11.99233818,16.85618019,14.88731956,27.27323914,33.60558701,4.701864243,13.79746151,16.43882942,30.42898178,6.431403637,,23.74677658,25.96571159,16.98977089,20.63709259,7.570000172,28.41714287,12.71311092,24.48967361,12.27652073,37.59127045,4.671504021,12.68623352,17.82028198,15.79891872,21.73220634,21.74278259,53.50580597,27.20285606,5.110476494
11/30/2010,29.63939095,16.95797157,31.1092205,10.53293514,27.06503105,10.08465481,6.420000076,39.58380508,7.711296558,15.24515915,12.56804752,12.26430988,11.94318008,,40.17068481,9.773983002,11.13002777,117.9296646,11.88720989,16.60147285,14.74537659,27.59599113,33.57896423,4.742466927,13.58046341,16.30780792,30.01963997,6.289411068,,23.66436577,25.80103683,16.87882233,20.59632301,7.269999981,29.41428566,12.58366966,24.33673286,12.08377171,37.22554016,4.680203438,12.6079483,17.87818336,15.72651196,21.80714226,21.75076866,53.59055328,26.87454414,5.099626541
12/1/2010,30.13949203,17.14027786,31.85511589,10.82104588,27.97200584,10.40729141,6.519999981,40.52627182,8.015284538,15.37246704,12.75178719,12.31481457,12.33279324,,41.82398224,10.03571129,11.48090267,120.6511078,12.24014664,16.91985703,15.0626564,28.06399536,34.8598671,4.896759033,13.78774548,16.55443382,30.62163544,6.489870071,,24.23752403,26.24265862,17.22175026,21.23230553,7.389999866,28.59142876,13.13842392,24.87654114,12.38030815,38.0762825,4.932480812,13.06117725,18.19341469,16.01825333,22.0387764,22.00657272,54.954216,27.57807159,5.284081459
